Id,SalePrice
1665,336083 
1666,359523 
1667,378332 
1668,360772 
1669,314760 
1670,356060 
1671,271413 
1672,382224 
1673,333010 
1674,252498 
1675,180486 
1676,187993 
1677,223246 
1678,413563 
1679,386743 
1680,323831 
1681,259824 
1682,339725 
1683,186443 
1684,164380 
1685,171618 
1686,171979 
1687,173998 
1688,196023 
1689,198972 
1690,207917 
1691,191577 
1692,282648 
1693,173551 
1694,177019 
1695,166548 
1696,276471 
1697,165975 
1698,367937 
1699,324286 
1700,247477 
1701,254081 
1702,265196 
1703,269283 
1704,297218 
1705,248133 
1706,399917 
1707,230657 
1708,206505 
1709,273058 
1710,218583 
1711,290782 
1712,272448 
1713,302634 
1714,213185 
1715,216147 
1716,184935 
1717,176525 
1718,137892 
1719,208368 
1720,247292 
1721,167126 
1722,125914 
1723,166896 
1724,245925 
1725,244375 
1726,198053 
1727,159226 
1728,194361 
1729,180831 
1730,163326 
1731,122281 
1732,124655 
1733,120459 
1734,114241 
1735,118049 
1736,111825 
1737,313405 
1738,236435 
1739,247827 
1740,243872 
1741,197243 
1742,176475 
1743,176391 
1744,311929 
1745,222580 
1746,193311 
1747,217617 
1748,204697 
1749,144811 
1750,108207 
1751,247169 
1752,126162 
1753,144539 
1754,199923 
1755,174689 
1756,136759 
1757,138390 
1758,156051 
1759,163816 
1760,169973 
1761,172464 
1762,188691 
1763,202390 
1764,125464 
1765,160477 
1766,196747 
1767,221956 
1768,136128 
1769,167912 
1770,147734 
1771,109102 
1772,134378 
1773,145073 
1774,169877 
1775,142718 
1776,137276 
1777,116146 
1778,153792 
1779,131145 
1780,158902 
1781,115678 
1782,110331 
1783,172833 
1784,129177 
1785,136670 
1786,145483 
1787,177526 
1788,80179 
1789,102226 
1790,110545 
1791,170083 
1792,144008 
1793,134158 
1794,160500 
1795,124422 
1796,148281 
1797,89261 
1798,127982 
1799,116659 
1800,132594 
1801,134001 
1802,110691 
1803,149788 
1804,141754 
1805,141646 
1806,113134 
1807,130398 
1808,141502 
1809,119723 
1810,163088 
1811,100663 
1812,86710 
1813,130520 
1814,106620 
1815,60138 
1816,97522 
1817,139538 
1818,179079 
1819,148274 
1820,88715 
1821,120052 
1822,182792 
1823,54284 
1824,126171 
1825,137845 
1826,113307 
1827,93560 
1828,147674 
1829,122674 
1830,147312 
1831,129465 
1832,92539 
1833,146922 
1834,125615 
1835,122582 
1836,118647 
1837,101210 
1838,118340 
1839,100708 
1840,147074 
1841,130559 
1842,107401 
1843,134703 
1844,151714 
1845,159744 
1846,146099 
1847,194236 
1848,53394 
1849,113070 
1850,124668 
1851,168300 
1852,140100 
1853,147041 
1854,178919 
1855,145179 
1856,234258 
1857,156424 
1858,111086 
1859,117076 
1860,155205 
1861,116877 
1862,244107 
1863,234958 
1864,234958 
1865,346049 
1866,343452 
1867,238444 
1868,286536 
1869,212436 
1870,248210 
1871,270950 
1872,185270 
1873,239513 
1874,158219 
1875,199645 
1876,182867 
1877,205862 
1878,216843 
1879,140862 
1880,139070 
1881,247867 
1882,235528 
1883,174061 
1884,184919 
1885,254213 
1886,286698 
1887,215679 
1888,297822 
1889,195050 
1890,138467 
1891,117353 
1892,107697 
1893,114320 
1894,128240 
1895,131237 
1896,135334 
1897,155359 
1898,122866 
1899,147428 
1900,153158 
1901,186689 
1902,144753 
1903,202167 
1904,156275 
1905,197106 
1906,165309 
1907,224007 
1908,99467 
1909,160701 
1910,127512 
1911,198085 
1912,292204 
1913,157764 
1914,55202 
1915,330452 
1916,88514 
1917,249752 
1918,137285 
1919,193569 
1920,158374 
1921,383189 
1922,322756 
1923,198434 
1924,268335 
1925,196944 
1926,375360 
1927,129883 
1928,155687 
1929,126314 
1930,131856 
1931,158422 
1932,146356 
1933,210661 
1934,182520 
1935,174976 
1936,192436 
1937,186785 
1938,174355 
1939,246301 
1940,192615 
1941,158652 
1942,169016 
1943,232492 
1944,367238 
1945,368410 
1946,142757 
1947,309494 
1948,162649 
1949,276008 
1950,178822 
1951,273052 
1952,233473 
1953,187470 
1954,177259 
1955,134562 
1956,293711 
1957,153494 
1958,307747 
1959,125942 
1960,114591 
1961,136373 
1962,105727 
1963,112345 
1964,105845 
1965,155028 
1966,137565 
1967,311585 
1968,429757 
1969,385803 
1970,411355 
1971,411273 
1972,353902 
1973,332252 
1974,337297 
1975,398668 
1976,284040 
1977,366711 
1978,359383 
1979,326683 
1980,215599 
1981,358518 
1982,224261 
1983,214036 
1984,171308 
1985,235379 
1986,212242 
1987,223778 
1988,178455 
1989,191390 
1990,222512 
1991,238708 
1992,206712 
1993,169138 
1994,233415 
1995,179344 
1996,250429 
1997,330926 
1998,322477 
1999,319167 
2000,309869 
2001,317168 
2002,240071 
2003,274816 
2004,303984 
2005,223065 
2006,228708 
2007,274632 
2008,237788 
2009,194474 
2010,190828 
2011,137716 
2012,199098 
2013,201172 
2014,188828 
2015,223290 
2016,197008 
2017,211759 
2018,126868 
2019,129613 
2020,77068 
2021,98624 
2022,195116 
2023,152222 
2024,292169 
2025,355529 
2026,168202 
2027,181192 
2028,154050 
2029,158147 
2030,253762 
2031,213283 
2032,243071 
2033,245276 
2034,173082 
2035,212089 
2036,187246 
2037,202910 
2038,272021 
2039,232311 
2040,281302 
2041,284706 
2042,198413 
2043,181345 
2044,195282 
2045,216667 
2046,150145 
2047,138129 
2048,152249 
2049,153683 
2050,161624 
2051,114630 
2052,124038 
2053,138867 
2054,118565 
2055,164385 
2056,131101 
2057,121812 
2058,231119 
2059,158458 
2060,172225 
2061,166680 
2062,120388 
2063,130799 
2064,141383 
2065,126691 
2066,193064 
2067,174932 
2068,152874 
2069,89878 
2070,108328 
2071,107961 
2072,130065 
2073,141853 
2074,169527 
2075,146800 
2076,132028 
2077,166820 
2078,111243 
2079,137734 
2080,115698 
2081,123467 
2082,117126 
2083,155656 
2084,111220 
2085,112122 
2086,90028 
2087,112290 
2088,104724 
2089,78787 
2090,143661 
2091,111821 
2092,149060 
2093,137225 
2094,121588 
2095,151378 
2096,79363 
2097,101385 
2098,173924 
2099,84054 
2100,103946 
2101,129518 
2102,117548 
2103,115383 
2104,146937 
2105,140245 
2106,88225 
2107,215226 
2108,121138 
2109,114361 
2110,134588 
2111,114648 
2112,147586 
2113,110252 
2114,123539 
2115,148196 
2116,118668 
2117,162996 
2118,120861 
2119,122473 
2120,107910 
2121,107552 
2122,131930 
2123,71924 
2124,168199 
2125,150263 
2126,178804 
2127,140503 
2128,123419 
2129,85686 
2130,140033 
2131,169631 
2132,125069 
2133,123702 
2134,146087 
2135,88300 
2136,81352 
2137,91585 
2138,120866 
2139,125860 
2140,129026 
2141,154787 
2142,118226 
2143,140411 
2144,99063 
2145,140165 
2146,159007 
2147,177017 
2148,172903 
2149,170547 
2150,244482 
2151,108150 
2152,193268 
2153,162091 
2154,80103 
2155,118659 
2156,265906 
2157,240595 
2158,266421 
2159,207415 
2160,203004 
2161,257303 
2162,340627 
2163,373300 
2164,278399 
2165,203513 
2166,155937 
2167,233698 
2168,181212 
2169,195152 
2170,206033 
2171,152397 
2172,127474 
2173,168947 
2174,199894 
2175,285852 
2176,339379 
2177,248466 
2178,213897 
2179,130639 
2180,232527 
2181,187138 
2182,240641 
2183,198075 
2184,100862 
2185,125579 
2186,141871 
2187,151723 
2188,160688 
2189,251360 
2190,58048 
2191,50530 
2192,79475 
2193,120811 
2194,113342 
2195,126884 
2196,106049 
2197,126490 
2198,149476 
2199,201290 
2200,158302 
2201,150805 
2202,210788 
2203,159821 
2204,180805 
2205,117193 
2206,153652 
2207,232964 
2208,243497 
2209,241054 
2210,124249 
2211,105842 
2212,106765 
2213,111595 
2214,145572 
2215,112334 
2216,155780 
2217,85733 
2218,101951 
2219,90834 
2220,107022 
2221,337879 
2222,299150 
2223,313899 
2224,238230 
2225,112206 
2226,207990 
2227,188374 
2228,282222 
2229,257027 
2230,143170 
2231,231769 
2232,170942 
2233,194050 
2234,233927 
2235,234898 
2236,247984 
2237,327720 
2238,192796 
2239,117725 
2240,160308 
2241,191844 
2242,106059 
2243,140964 
2244,108893 
2245,121308 
2246,132750 
2247,116775 
2248,128131 
2249,124064 
2250,121655 
2251,140479 
2252,164621 
2253,155259 
2254,178448 
2255,170387 
2256,179143 
2257,207591 
2258,158047 
2259,178792 
2260,130267 
2261,200114 
2262,198266 
2263,392560 
2264,420486 
2265,157084 
2266,289700 
2267,319078 
2268,375857 
2269,143008 
2270,209192 
2271,221117 
2272,229708 
2273,164096 
2274,189786 
2275,197653 
2276,217323 
2277,190720 
2278,114911 
2279,130364 
2280,129586 
2281,171008 
2282,196317 
2283,98152 
2284,134325 
2285,144963 
2286,107682 
2287,384263 
2288,303605 
2289,361697 
2290,415453 
2291,355812 
2292,425427 
2293,427270 
2294,406006 
2295,419319 
2296,264619 
2297,374845 
2298,370191 
2299,360649 
2300,311693 
2301,333318 
2302,261158 
2303,243889 
2304,259219 
2305,203700 
2306,192522 
2307,188323 
2308,222914 
2309,277196 
2310,224118 
2311,196764 
2312,168986 
2313,174906 
2314,165881 
2315,180095 
2316,220997 
2317,173412 
2318,197487 
2319,192730 
2320,191129 
2321,243491 
2322,202422 
2323,215953 
2324,187280 
2325,210862 
2326,168194 
2327,216364 
2328,223412 
2329,177793 
2330,173856 
2331,373938 
2332,361900 
2333,312992 
2334,284006 
2335,292273 
2336,322816 
2337,194800 
2338,281196 
2339,223795 
2340,386419 
2341,216532 
2342,220849 
2343,227419 
2344,227863 
2345,241464 
2346,215519 
2347,199629 
2348,246648 
2349,202596 
2350,329614 
2351,277226 
2352,282085 
2353,264493 
2354,148626 
2355,154585 
2356,151947 
2357,190097 
2358,202531 
2359,144024 
2360,122447 
2361,153219 
2362,229490 
2363,148732 
2364,154129 
2365,202532 
2366,213847 
2367,216003 
2368,224399 
2369,228859 
2370,163155 
2371,170315 
2372,194438 
2373,287763 
2374,295236 
2375,246697 
2376,284701 
2377,306644 
2378,143872 
2379,209266 
2380,133325 
2381,174349 
2382,202718 
2383,211633 
2384,241175 
2385,161839 
2386,132617 
2387,139137 
2388,109650 
2389,136885 
2390,172558 
2391,150503 
2392,118319 
2393,165511 
2394,162999 
2395,208602 
2396,122561 
2397,208448 
2398,147321 
2399,89503 
2400,84624 
2401,108020 
2402,162534 
2403,166641 
2404,154671 
2405,155398 
2406,135373 
2407,138721 
2408,151227 
2409,123689 
2410,166055 
2411,114314 
2412,143574 
2413,134848 
2414,166396 
2415,146765 
2416,127185 
2417,132300 
2418,128187 
2419,150538 
2420,141583 
2421,142204 
2422,108710 
2423,137698 
2424,133900 
2425,255930 
2426,163963 
2427,141043 
2428,206594 
2429,108615 
2430,122766 
2431,125196 
2432,155764 
2433,145173 
2434,139929 
2435,165363 
2436,107362 
2437,119974 
2438,127496 
2439,117219 
2440,125253 
2441,85457 
2442,105262 
2443,141097 
2444,153583 
2445,99995 
2446,170519 
2447,189892 
2448,155817 
2449,123827 
2450,134292 
2451,156179 
2452,167584 
2453,107293 
2454,142803 
2455,135513 
2456,120612 
2457,138761 
2458,153473 
2459,124611 
2460,139430 
2461,133210 
2462,144240 
2463,154148 
2464,179043 
2465,133756 
2466,118308 
2467,147731 
2468,88173 
2469,83420 
2470,207469 
2471,213396 
2472,130592 
2473,115635 
2474,86756 
2475,193768 
2476,108218 
2477,113435 
2478,127252 
2479,114732 
2480,168547 
2481,125334 
2482,118099 
2483,117839 
2484,115677 
2485,117072 
2486,146468 
2487,207097 
2488,191800 
2489,132004 
2490,163767 
2491,95187 
2492,198695 
2493,170926 
2494,129938 
2495,69721 
2496,271117 
2497,147055 
2498,122191 
2499,68804 
2500,127953 
2501,131171 
2502,140275 
2503,120754 
2504,161765 
2505,222582 
2506,261064 
2507,288786 
2508,257154 
2509,225364 
2510,209588 
2511,179931 
2512,202414 
2513,217258 
2514,296725 
2515,153898 
2516,184274 
2517,158561 
2518,163818 
2519,238455 
2520,224376 
2521,176893 
2522,217853 
2523,114639 
2524,147616 
2525,145950 
2526,135524 
2527,128986 
2528,133195 
2529,144826 
2530,120157 
2531,255583 
2532,197141 
2533,188605 
2534,240256 
2535,273381 
2536,246411 
2537,259312 
2538,182638 
2539,186200 
2540,197402 
2541,179460 
2542,178087 
2543,121672 
2544,126760 
2545,147964 
2546,129710 
2547,130047 
2548,145582 
2549,169434 
2550,382724 
2551,144299 
2552,137802 
2553,64876 
2554,71152 
2555,117940 
2556,100585 
2557,98195 
2558,138907 
2559,142437 
2560,166568 
2561,164788 
2562,129025 
2563,128286 
2564,220566 
2565,166883 
2566,201098 
2567,135524 
2568,199179 
2569,226544 
2570,124627 
2571,213934 
2572,139438 
2573,234632 
2574,241240 
2575,139529 
2576,122421 
2577,135375 
2578,79536 
2579,92152 
2580,102556 
2581,138757 
2582,126094 
2583,272558 
2584,186969 
2585,222124 
2586,222740 
2587,200150 
2588,117830 
2589,144737 
2590,218832 
2591,215680 
2592,219829 
2593,248886 
2594,178689 
2595,214589 
2596,297827 
2597,189298 
2598,284460 
2599,341042 
2600,165158 
2601,182707 
2602,94362 
2603,101335 
2604,100289 
2605,81467 
2606,172712 
2607,206666 
2608,206711 
2609,171886 
2610,113783 
2611,115076 
2612,163828 
2613,134206 
2614,126098 
2615,163264 
2616,171097 
2617,208741 
2618,238253 
2619,207706 
2620,195218 
2621,172998 
2622,162334 
2623,232209 
2624,309103 
2625,280373 
2626,184512 
2627,157132 
2628,420774 
2629,422205 
2630,365674 
2631,415201 
2632,400044 
2633,282073 
2634,412086 
2635,167208 
2636,192401 
2637,193061 
2638,256101 
2639,187304 
2640,145983 
2641,111404 
2642,177252 
2643,94190 
2644,134995 
2645,107310 
2646,95110 
2647,96060 
2648,152950 
2649,155290 
2650,134693 
2651,141862 
2652,378760 
2653,267762 
2654,297018 
2655,412954 
2656,352934 
2657,338666 
2658,292191 
2659,343344 
2660,383676 
2661,364405 
2662,390263 
2663,285762 
2664,281754 
2665,340187 
2666,285818 
2667,183675 
2668,177619 
2669,177898 
2670,295194 
2671,184541 
2672,195574 
2673,191167 
2674,188581 
2675,202529 
2676,190545 
2677,185454 
2678,267331 
2679,276092 
2680,281186 
2681,361211 
2682,313173 
2683,439529 
2684,337511 
2685,303105 
2686,250426 
2687,314971 
2688,203507 
2689,215792 
2690,386205 
2691,191147 
2692,157215 
2693,207842 
2694,147768 
2695,201263 
2696,181577 
2697,180035 
2698,206328 
2699,177299 
2700,174073 
2701,169224 
2702,115405 
2703,130167 
2704,131792 
2705,100062 
2706,112732 
2707,123476 
2708,132847 
2709,75259 
2710,116953 
2711,256788 
2712,362826 
2713,166866 
2714,163002 
2715,194464 
2716,159984 
2717,214966 
2718,208828 
2719,166018 
2720,163271 
2721,114089 
2722,171260 
2723,136236 
2724,132339 
2725,119427 
2726,135424 
2727,169845 
2728,188316 
2729,162607 
2730,137846 
2731,121492 
2732,153433 
2733,144152 
2734,156546 
2735,128591 
2736,139921 
2737,128596 
2738,124975 
2739,157475 
2740,143730 
2741,150451 
2742,154902 
2743,155259 
2744,153188 
2745,137248 
2746,153355 
2747,157699 
2748,115078 
2749,143177 
2750,144713 
2751,163018 
2752,210100 
2753,143268 
2754,269750 
2755,129777 
2756,112895 
2757,80460 
2758,123690 
2759,158530 
2760,151769 
2761,132863 
2762,135683 
2763,190887 
2764,165015 
2765,265390 
2766,135977 
2767,83853 
2768,126615 
2769,145199 
2770,128729 
2771,113078 
2772,99985 
2773,187889 
2774,130005 
2775,135866 
2776,143244 
2777,163961 
2778,114927 
2779,145943 
2780,86438 
2781,103860 
2782,105170 
2783,113852 
2784,125119 
2785,152282 
2786,92708 
2787,129687 
2788,91185 
2789,178706 
2790,87502 
2791,116781 
2792,88707 
2793,154687 
2794,117550 
2795,115186 
2796,100997 
2797,183977 
2798,117780 
2799,114658 
2800,52551 
2801,90183 
2802,123582 
2803,158621 
2804,120348 
2805,95541 
2806,94540 
2807,160776 
2808,141418 
2809,131367 
2810,114544 
2811,147144 
2812,172582 
2813,168009 
2814,168139 
2815,94653 
2816,227498 
2817,184043 
2818,145728 
2819,201048 
2820,153695 
2821,129337 
2822,247467 
2823,281371 
2824,189928 
2825,144230 
2826,133497 
2827,125818 
2828,235731 
2829,184837 
2830,252625 
2831,180265 
2832,246384 
2833,331156 
2834,222017 
2835,230608 
2836,192859 
2837,142024 
2838,166006 
2839,183664 
2840,187637 
2841,198140 
2842,227144 
2843,136100 
2844,172102 
2845,121848 
2846,201694 
2847,209981 
2848,202530 
2849,202299 
2850,268231 
2851,230449 
2852,234347 
2853,239058 
2854,137556 
2855,187681 
2856,192558 
2857,184784 
2858,200437 
2859,133151 
2860,125828 
2861,123970 
2862,209374 
2863,117576 
2864,240362 
2865,138279 
2866,118968 
2867,110101 
2868,80912 
2869,110453 
2870,138241 
2871,60191 
2872,42406 
2873,101846 
2874,160132 
2875,81659 
2876,164456 
2877,139693 
2878,148624 
2879,156263 
2880,118813 
2881,123137 
2882,174151 
2883,206477 
2884,231209 
2885,186178 
2886,244223 
2887,82401 
2888,157191 
2889,58511 
2890,94052 
2891,150379 
2892,30618 
2893,77301 
2894,66015 
2895,319068 
2896,280164 
2897,225977 
2898,170837 
2899,203535 
2900,151764 
2901,207900 
2902,190165 
2903,342884 
2904,378908 
2905,112319 
2906,195328 
2907,114975 
2908,138888 
2909,179766 
2910,74356 
2911,86192 
2912,156295 
2913,73066 
2914,74213 
2915,80673 
2916,78894 
2917,179171 
2918,122054 
2919,246112 
